tau,bandwidth,power,outcome,y_mean
0.088,MSE-optimal,0.314208421660669,quality,13.2784468212836
0.088,"(15, 17)",0.51189873385726,quality,13.2784468212836
0.089,MSE-optimal,0.320160718191524,quality,13.2784468212836
0.089,"(15, 17)",0.520907571957733,quality,13.2784468212836
0.09,MSE-optimal,0.326161038222392,quality,13.2784468212836
0.09,"(15, 17)",0.529906054679983,quality,13.2784468212836
0.091,MSE-optimal,0.332207996406768,quality,13.2784468212836
0.091,"(15, 17)",0.538889575008068,quality,13.2784468212836
0.092,MSE-optimal,0.338300173909341,quality,13.2784468212836
0.092,"(15, 17)",0.547853551100132,quality,13.2784468212836
0.093,MSE-optimal,0.344436119201161,quality,13.2784468212836
0.093,"(15, 17)",0.556793433099082,quality,13.2784468212836
0.094,MSE-optimal,0.350614348903724,quality,13.2784468212836
0.094,"(15, 17)",0.565704709873848,quality,13.2784468212836
0.095,MSE-optimal,0.356833348680938,quality,13.2784468212836
0.095,"(15, 17)",0.574582915673508,quality,13.2784468212836
0.096,MSE-optimal,0.363091574177854,quality,13.2784468212836
0.096,"(15, 17)",0.583423636676976,quality,13.2784468212836
0.097,MSE-optimal,0.369387452004971,quality,13.2784468212836
0.097,"(15, 17)",0.592222517421272,quality,13.2784468212836
0.098,MSE-optimal,0.375719380766824,quality,13.2784468212836
0.098,"(15, 17)",0.60097526709194,quality,13.2784468212836
0.099,MSE-optimal,0.382085732133494,quality,13.2784468212836
0.099,"(15, 17)",0.60967766565964,quality,13.2784468212836
0.1,MSE-optimal,0.388484851953609,quality,13.2784468212836
0.1,"(15, 17)",0.618325569847557,quality,13.2784468212836
0.101,MSE-optimal,0.394915061407313,quality,13.2784468212836
0.101,"(15, 17)",0.626914918914857,quality,13.2784468212836
0.102,MSE-optimal,0.401374658197628,quality,13.2784468212836
0.102,"(15, 17)",0.635441740242136,quality,13.2784468212836
0.103,MSE-optimal,0.407861917778538,quality,13.2784468212836
0.103,"(15, 17)",0.643902154705491,quality,13.2784468212836
0.104,MSE-optimal,0.414375094618093,quality,13.2784468212836
0.104,"(15, 17)",0.652292381826615,quality,13.2784468212836
0.105,MSE-optimal,0.42091242349473,quality,13.2784468212836
0.105,"(15, 17)",0.66060874468713,quality,13.2784468212836
0.106,MSE-optimal,0.42747212082498,quality,13.2784468212836
0.106,"(15, 17)",0.66884767459618,quality,13.2784468212836
