coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,pcs_depp,mean_y,outcome,bandwidth
-0.000516396034915267,-0.000501924345968519,0.00484302499396863,0.00597025984014174,0.915085092911581,0.933000163961792,15447,10353,1,1.47672545306876,2.76633569087632,16,TRUE,FALSE,"","",-0.0100087250230938,0.00897593295326325,-0.0122036336326463,0.0111997849407093,Very High SES,0.97919621749409,enrol_anytime_all_0914,mse
-0.00735650594265724,-0.0106172376812772,0.00825354773346605,0.00930512914082946,0.372760525747509,0.253866106846229,10689,5774,1,1.05638753895412,2.46236266793101,16,TRUE,FALSE,"","",-0.0235334595002507,0.00882044761493621,-0.028855290797303,0.00762081543474854,Low SES,0.973766118274789,enrol_anytime_all_0914,mse
-0.000384676508918158,-0.000304248164629595,0.00725381230601652,0.00902994623022067,0.957707253226561,0.973121767924762,12930,7928,1,1.11346612716077,2.05029851616038,16,TRUE,FALSE,"","",-0.0146021486287105,0.0138327956108742,-0.0180029427758621,0.0173944464466029,Middle SES,0.968470221876217,enrol_anytime_all_0914,mse
0.00162206472592219,0.000857905803929526,0.0104054330674858,0.0128031900037712,0.876122624219876,0.946575978109739,4160,3712,1,0.845673740602464,1.72218573525632,16,TRUE,FALSE,"","",-0.01877258408635,0.0220167135381943,-0.0242363466034621,0.0259521582113212,High SES,0.979847116052814,enrol_anytime_all_0914,mse
0.0461211254305529,0.0449846974758139,0.0450007246970173,0.0548812798348335,0.305411604797549,0.412402606310878,869,625,1,0.838255126322973,1.68635937796328,16,TRUE,FALSE,"","",-0.0420802949756011,0.134322545836707,-0.0625826110004598,0.152552005952088,Missing,0.930693069306931,enrol_anytime_all_0914,mse
-0.00138121677925751,-0.025768754850549,0.00703452241719545,0.0213655632482568,0.844337530065064,0.227783463777836,8244,7672,1,1,1,16,TRUE,FALSE,"","",-0.0151688807169606,0.0124064471584456,-0.0676452588171322,0.0161077491160343,Very High SES,0.97919621749409,enrol_anytime_all_0914,"(15, 17)"
-0.00732428220070647,0.0177352769547348,0.00887428034682902,0.0294558383995151,0.409179633620257,0.547109457885959,9601,5502,1,1,1,16,TRUE,FALSE,"","",-0.0247178716804913,0.0100693072790784,-0.0399981663083149,0.0754687202177844,Low SES,0.973766118274789,enrol_anytime_all_0914,"(15, 17)"
0.00250044174389608,0.0411741483490884,0.0082188844202846,0.023840137835866,0.76095169405181,0.0841508633420024,10549,7279,1,1,1,16,TRUE,FALSE,"",*,-0.0136085717198617,0.0186094552076539,-0.00555252180920903,0.0879008185073858,Middle SES,0.968470221876217,enrol_anytime_all_0914,"(15, 17)"
0.000485364291991086,-0.00491060331388749,0.00851779107208067,0.0256396347007815,0.954559204462246,0.848115142904906,5610,4200,1,1,1,16,TRUE,FALSE,"","",-0.016209506209287,0.0171802347932692,-0.0551642873274193,0.0453430806996443,High SES,0.979847116052814,enrol_anytime_all_0914,"(15, 17)"
0.0291175243076132,0.158146236839976,0.0341132242784124,0.114102596680381,0.393351419744676,0.165746802223162,1230,704,1,1,1,16,TRUE,FALSE,"","",-0.0377443952780751,0.0959794438933015,-0.0654948526535714,0.381787326333523,Missing,0.930693069306931,enrol_anytime_all_0914,"(15, 17)"
0.00634331338920857,0.00481301133606649,0.0183913698715541,0.0228281246997946,0.730164239657235,0.833014533685626,11976,9195,1,1.24022086057092,2.37715069050764,16,TRUE,FALSE,"","",-0.0297037715590375,0.0423903983374546,-0.039930113075531,0.049556135747664,Very High SES,0.706382978723404,enrol_2_ontime_all_0914,mse
-0.0195098709282386,-0.0268099309229521,0.0227046317955207,0.0267736613254183,0.390180348639772,0.316655368750327,10099,5602,1,1.01600033179991,2.0713617316169,16,TRUE,FALSE,"","",-0.0640109492474593,0.024991207390982,-0.0792863071207721,0.0256664452748678,Low SES,0.733214762116496,enrol_2_ontime_all_0914,mse
0.00327095630933449,-0.00770810994209237,0.0320063223777442,0.0365963055280072,0.918600155651906,0.833179623593376,6387,6017,1,0.750137227358148,1.71077167705593,16,TRUE,FALSE,"","",-0.0594614355510441,0.066003348169713,-0.0794368687769865,0.0640206488928017,Middle SES,0.731023744647723,enrol_2_ontime_all_0914,mse
0.0336599079140947,0.045770265931353,0.042459830242244,0.0502087234304862,0.427925174229099,0.361979388977051,3466,3385,1,0.769525383787858,1.65080074985822,16,TRUE,FALSE,"","",-0.0495613593607036,0.116881175188893,-0.0526388319924,0.144179363855106,High SES,0.732453092425295,enrol_2_ontime_all_0914,mse
-0.0407127875444508,-0.0599774089428804,0.0880883975072576,0.106167012874444,0.643951495604762,0.572118312628657,796,602,1,0.796789181596061,1.62871527352383,16,TRUE,FALSE,"","",-0.213366046658676,0.131940471569774,-0.26806475417679,0.148109936291029,Missing,0.6996699669967,enrol_2_ontime_all_0914,mse
0.0102926237644769,0.0217295075980035,0.0235449095100596,0.072624971761121,0.662003597696153,0.764786230166841,8244,7672,1,1,1,16,TRUE,FALSE,"","",-0.0358553988752398,0.0564406464041937,-0.120615437053794,0.164074452249801,Very High SES,0.706382978723404,enrol_2_ontime_all_0914,"(15, 17)"
-0.0189241216943477,0.0800255492252495,0.0232102312272855,0.0715758199977386,0.41488038697522,0.263544424040376,9601,5502,1,1,1,16,TRUE,FALSE,"","",-0.0644161748998272,0.0265679315111319,-0.0602630579703181,0.220314156420817,Low SES,0.733214762116496,enrol_2_ontime_all_0914,"(15, 17)"
-0.0096547978649022,0.0386686128451146,0.021093142429182,0.0642124467410293,0.647152094202075,0.547042286266516,10549,7279,1,1,1,16,TRUE,FALSE,"","",-0.0509973570260989,0.0316877612962945,-0.0871877827673029,0.164525008457532,Middle SES,0.731023744647723,enrol_2_ontime_all_0914,"(15, 17)"
0.00909516285659961,0.0928126026177765,0.0288658605667667,0.089907223537684,0.75269808562899,0.301924434983571,5610,4200,1,1,1,16,TRUE,FALSE,"","",-0.0474819238542631,0.0656722495674623,-0.0834055555160841,0.269030760751637,High SES,0.732453092425295,enrol_2_ontime_all_0914,"(15, 17)"
