coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,variable,donut,bandwidth,mean_y,category,variable_lab
0.024140635238516,0.0267010486729704,0.0116625008239316,0.0141274033757703,0.0384582985338458,0.0587555338341243,39882,27820,1,1.12060992338004,2.27010870316123,16,**,*,0.00128213362361008,0.0469991368534218,-0.000988661943539367,0.0543907592894802,ses_very_high,"Donut [15.6, 16.05]",MSE-Optimal,0.243804034582133,Parent SES,Very High SES
0.0229485641913139,0.0628886023623947,0.0138767655566066,0.0559952421885198,0.0981803234658366,0.261392403196555,31286,25357,1,1,1,16,*,"",-0.00424989629963503,0.0501470246822627,-0.046862072327104,0.172639277051893,ses_very_high,"Donut [15.6, 16.05]","(15, 17)",0.243804034582133,Parent SES,Very High SES
0.0044559628522157,0.00621728068312322,0.00679097222784822,0.00814233011632025,0.511721323270357,0.445120481501739,39274,35879,1,0.996739161696773,1.8094025435221,16,"","",-0.00885434271436681,0.0177662684187982,-0.00974168634486447,0.0221762477111109,ses_high,No Donut,MSE-Optimal,0.165878962536023,Parent SES,High SES
0.0043980489504831,0.0271664903132268,0.00677402806988636,0.0128911310304735,0.516175727212937,0.0350847975864438,39274,35879,1,1,1,16,"",**,-0.00887904606649417,0.0176751439674604,0.00189987349349867,0.0524331071329549,ses_high,No Donut,"(15, 17)",0.165878962536023,Parent SES,High SES
-0.00337994013463228,-0.0040118653912275,0.00758479732904838,0.0093759022228465,0.655871499286484,0.668730385653771,42856,26809,1,1.05435572995203,1.84571686011518,16,"","",-0.0182461428995671,0.0114862626303026,-0.0223886337480066,0.0143649029655516,ses_high,"Donut [15.95, 16.05]",MSE-Optimal,0.165878962536023,Parent SES,High SES
-0.00262953662586324,0.0169839593736518,0.00791697688714579,0.0153003175078584,0.739784317649932,0.266981933077818,39224,25357,1,1,1,16,"","",-0.018146811324669,0.0128877380729425,-0.0130046629417507,0.0469725816890544,ses_high,"Donut [15.95, 16.05]","(15, 17)",0.165878962536023,Parent SES,High SES
-0.00659190351166922,-0.00812153704644614,0.00793479551991437,0.00971965707739234,0.406109737319675,0.403392035446099,40699,25853,1,1.0166965137642,1.84426723800581,16,"","",-0.0221441027307014,0.00896029570736295,-0.0271720649181351,0.0109289908252429,ses_high,"Donut [15.9, 16.05]",MSE-Optimal,0.165878962536023,Parent SES,High SES
-0.0064473840279598,0.00505377418723874,0.00805457041594397,0.0163965012203938,0.423442705429417,0.757912866230611,39039,25357,1,1,1,16,"","",-0.02223434204321,0.00933957398729037,-0.0270833682047331,0.0371909165792106,ses_high,"Donut [15.9, 16.05]","(15, 17)",0.165878962536023,Parent SES,High SES
-0.0101259627727509,-0.0124330420598877,0.00855011813762872,0.0103325478776972,0.236291650912245,0.22886447221768,36970,24826,1,0.964280393744485,1.84247655071778,16,"","",-0.0268841943225032,0.00663226877700138,-0.0326848359001743,0.00781875178039894,ses_high,"Donut [15.85, 16.05]",MSE-Optimal,0.165878962536023,Parent SES,High SES
-0.0102002659177606,-0.00624406090320751,0.00827851319495997,0.0180790977735617,0.217897753945388,0.729812780735254,38605,25357,1,1,1,16,"","",-0.0264261517798822,0.0060256199443609,-0.0416790925393885,0.0291909707329735,ses_high,"Donut [15.85, 16.05]","(15, 17)",0.165878962536023,Parent SES,High SES
-0.0145642348469517,-0.0176997766599126,0.00948685784989489,0.0112440492922911,0.124734432011073,0.115453670392579,32917,23793,1,0.907993351661622,1.85240037793364,16,"","",-0.0331584762327457,0.0040300065388423,-0.0397381132728031,0.00433855995297796,ses_high,"Donut [15.8, 16.05]",MSE-Optimal,0.165878962536023,Parent SES,High SES
-0.0140709090308042,-0.022926437444617,0.00860663470774777,0.0206374686618419,0.10207191394734,0.266605690317289,37909,25357,1,1,1,16,"","",-0.0309399130579898,0.00279809499638148,-0.0633758760218271,0.0175230011325932,ses_high,"Donut [15.8, 16.05]","(15, 17)",0.165878962536023,Parent SES,High SES
-0.00853560339073278,-0.0112324929290872,0.00953255091149141,0.0114431212923226,0.370564482596825,0.326300174735243,34932,24824,1,0.951497215298584,1.91277254307025,16,"","",-0.0272194031772559,0.0101481963957904,-0.0336610106620396,0.0111960248038651,ses_high,"Donut [15.75, 16.05]",MSE-Optimal,0.165878962536023,Parent SES,High SES
