coef,coef_bias,se,robust_se,p_value,robust_p_value,n_cont,n_treat,poly,h_bandwidth,b_bandwidth,threshold,donut,controls,sig,robust_sig,ci_lower,ci_upper,robust_ci_lower,robust_ci_upper,gender,mean_y,outcome,bandwidth
-0.0224041583844121,-0.0458050370648961,0.0131046126823419,0.0403594844562621,0.0873326284955741,0.256406233617951,20543,14872,1,1,1,16,TRUE,FALSE,*,"",-0.0480891992418023,0.00328088247297809,-0.12490962659917,0.0332995524693775,Female,0.814422692768678,enrol_3_anytime_all_0914,"(15, 17)"
-0.0817896227147017,-0.123096795165651,0.0934113058443613,0.101250833281046,0.381255190952551,0.224076051446155,9595,8685,1,0.816048250629901,2.1141405125227,16,TRUE,FALSE,"","",-0.26487578216965,0.101296536740246,-0.321548428396502,0.0753548380651998,Male,13.5153039438042,quality,mse
0.0539964702095936,0.0435134874048018,0.0531062659430168,0.0653379546703336,0.309266331491057,0.505426658947022,20947,14748,1,1.03992270706976,1.98918191431297,16,TRUE,FALSE,"","",-0.0500918110387193,0.158084751457907,-0.084548903749052,0.171575878558656,Female,13.10288145256,quality,mse
-0.0335555410717703,-0.308956347063216,0.0705629335235725,0.210896587432925,0.634401688751062,0.142930172289876,13825,10024,1,1,1,16,TRUE,FALSE,"","",-0.171858890777972,0.104747808634432,-0.722313658431749,0.104400964305318,Male,13.5153039438042,quality,"(15, 17)"
0.0510335997634925,0.0258066431382034,0.055750822414421,0.166676870369706,0.359988296481241,0.876955040411053,19179,14189,1,1,1,16,TRUE,FALSE,"","",-0.0582380121687726,0.160305211695758,-0.300880022786421,0.352493309062827,Female,13.10288145256,quality,"(15, 17)"
-0.101855727118071,-0.142168585994696,0.132809117199231,0.150960782474936,0.443121206760386,0.346316344415887,6504,7163,1,0.664762795471737,1.53157730470933,16,TRUE,FALSE,"","",-0.362161596828563,0.158450142592421,-0.438051719645572,0.153714547656179,Male,13.6004989676806,quality_bacyear_plus1,mse
0.0900587767911034,0.0726803110215073,0.0479302843878146,0.0560305337154006,0.0602508393983199,0.194577712827711,23586,15530,1,1.14514300285376,2.44016635050108,16,TRUE,FALSE,*,"",-0.00388458060901316,0.18400213419122,-0.0371395350606778,0.182500157103692,Female,13.1162508811546,quality_bacyear_plus1,mse
-0.0281890706296437,-0.164938831520153,0.0703496299823976,0.211343324082794,0.688641284027177,0.435137366749575,13504,9913,1,1,1,16,TRUE,FALSE,"","",-0.166074345395143,0.109696204135856,-0.579171746722429,0.249294083682122,Male,13.6004989676806,quality_bacyear_plus1,"(15, 17)"
0.0847952357529707,0.0709421621004225,0.0558327763534366,0.165977432716515,0.128829013782181,0.669073057446034,18336,13867,1,1,1,16,TRUE,FALSE,"","",-0.024637005899765,0.194227477405706,-0.254373606023947,0.396257930224792,Female,13.1162508811546,quality_bacyear_plus1,"(15, 17)"
-0.0672611741357727,-0.10167067736635,0.12633853786266,0.146344124355409,0.594457006114958,0.487220138378517,5938,6836,1,0.6714202259598,1.50035849901323,16,TRUE,FALSE,"","",-0.314884708346586,0.180362360075041,-0.388505161102952,0.185163806370252,Male,13.6952947002349,quality_bacyear_plus2,mse
